D5913,Mixed type autoimmune hemolytic anemia,BLD002,Hemolytic anemia
D5919,Other autoimmune hemolytic anemia,BLD002,Hemolytic anemia
D592,Drug-induced nonautoimmune hemolytic anemia,BLD002,Hemolytic anemia
D593,Hemolytic-uremic syndrome,BLD002,Hemolytic anemia
D594,Other nonautoimmune hemolytic anemias,BLD002,Hemolytic anemia
D595,Paroxysmal nocturnal hemoglobinuria [Marchiafava-Micheli],BLD002,Hemolytic anemia
D596,Hemoglobinuria due to hemolysis from other external causes,BLD002,Hemolytic anemia
D598,Other acquired hemolytic anemias,BLD002,Hemolytic anemia
D599,"Acquired hemolytic anemia, unspecified",BLD002,Hemolytic anemia
D600,Chronic acquired pure red cell aplasia,BLD003,Aplastic anemia
D601,Transient acquired pure red cell aplasia,BLD003,Aplastic anemia
D608,Other acquired pure red cell aplasias,BLD003,Aplastic anemia
D609,"Acquired pure red cell aplasia, unspecified",BLD003,Aplastic anemia
D6101,Constitutional (pure) red blood cell aplasia,BLD003,Aplastic anemia
D6109,Other constitutional aplastic anemia,BLD003,Aplastic anemia
D611,Drug-induced aplastic anemia,BLD003,Aplastic anemia
D612,Aplastic anemia due to other external agents,BLD003,Aplastic anemia
D613,Idiopathic aplastic anemia,BLD003,Aplastic anemia
D61810,Antineoplastic chemotherapy induced pancytopenia,BLD003,Aplastic anemia
D61811,Other drug-induced pancytopenia,BLD003,Aplastic anemia
D61818,Other pancytopenia,BLD003,Aplastic anemia
D6182,Myelophthisis,BLD003,Aplastic anemia
D6189,Other specified aplastic anemias and other bone marrow failure syndromes,BLD003,Aplastic anemia
D619,"Aplastic anemia, unspecified",BLD003,Aplastic anemia
D630,Anemia in neoplastic disease,BLD003,Aplastic anemia
D631,Anemia in chronic kidney disease,BLD003,Aplastic anemia
D638,Anemia in other chronic diseases classified elsewhere,BLD003,Aplastic anemia
D640,Hereditary sideroblastic anemia,BLD003,Aplastic anemia
D641,Secondary sideroblastic anemia due to disease,BLD003,Aplastic anemia
D642,Secondary sideroblastic anemia due to drugs and toxins,BLD003,Aplastic anemia
D643,Other sideroblastic anemias,BLD003,Aplastic anemia
D644,Congenital dyserythropoietic anemia,BLD003,Aplastic anemia
D6481,Anemia due to antineoplastic chemotherapy,BLD003,Aplastic anemia
D6489,Other specified anemias,BLD003,Aplastic anemia
D649,"Anemia, unspecified",BLD003,Aplastic anemia
D62,Acute posthemorrhagic anemia,BLD004,Acute posthemorrhagic anemia
D5700,"Hb-SS disease with crisis, unspecified",BLD005,Sickle cell trait/anemia
D5701,Hb-SS disease with acute chest syndrome,BLD005,Sickle cell trait/anemia
D5702,Hb-SS disease with splenic sequestration,BLD005,Sickle cell trait/anemia
D5703,Hb-SS disease with cerebral vascular involvement,BLD005,Sickle cell trait/anemia
D5709,Hb-SS disease with crisis with other specified complication,BLD005,Sickle cell trait/anemia
D571,Sickle-cell disease without crisis,BLD005,Sickle cell trait/anemia
D5720,Sickle-cell/Hb-C disease without crisis,BLD005,Sickle cell trait/anemia
D57211,Sickle-cell/Hb-C disease with acute chest syndrome,BLD005,Sickle cell trait/anemia
D57212,Sickle-cell/Hb-C disease with splenic sequestration,BLD005,Sickle cell trait/anemia
D57213,Sickle-cell/Hb-C disease with cerebral vascular involvement,BLD005,Sickle cell trait/anemia
D57218,Sickle-cell/Hb-C disease with crisis with other specified complication,BLD005,Sickle cell trait/anemia
D57219,"Sickle-cell/Hb-C disease with crisis, unspecified",BLD005,Sickle cell trait/anemia
D573,Sickle-cell trait,BLD005,Sickle cell trait/anemia
D5740,Sickle-cell thalassemia without crisis,BLD005,Sickle cell trait/anemia
D57411,Sickle-cell thalassemia with acute chest syndrome,BLD005,Sickle cell trait/anemia
D57412,"Sickle-cell thalassemia, unspecified, with splenic sequestration",BLD005,Sickle cell trait/anemia
D57413,"Sickle-cell thalassemia, unspecified, with cerebral vascular involvement",BLD005,Sickle cell trait/anemia
D57418,"Sickle-cell thalassemia, unspecified, with crisis with other specified complication",BLD005,Sickle cell trait/anemia
D57419,"Sickle-cell thalassemia, unspecified, with crisis",BLD005,Sickle cell trait/anemia
D5742,Sickle-cell thalassemia beta zero without crisis,BLD005,Sickle cell trait/anemia
D57431,Sickle-cell thalassemia beta zero with acute chest syndrome,BLD005,Sickle cell trait/anemia
D57432,Sickle-cell thalassemia beta zero with splenic sequestration,BLD005,Sickle cell trait/anemia
D57433,Sickle-cell thalassemia beta zero with cerebral vascular involvement,BLD005,Sickle cell trait/anemia
D57438,Sickle-cell thalassemia beta zero with crisis with other specified complication,BLD005,Sickle cell trait/anemia
D57439,"Sickle-cell thalassemia beta zero with crisis, unspecified",BLD005,Sickle cell trait/anemia
D5744,Sickle-cell thalassemia beta plus without crisis,BLD005,Sickle cell trait/anemia
D57451,Sickle-cell thalassemia beta plus with acute chest syndrome,BLD005,Sickle cell trait/anemia
D57452,Sickle-cell thalassemia beta plus with splenic sequestration,BLD005,Sickle cell trait/anemia
D57453,Sickle-cell thalassemia beta plus with cerebral vascular involvement,BLD005,Sickle cell trait/anemia
D57458,Sickle-cell thalassemia beta plus with crisis with other specified complication,BLD005,Sickle cell trait/anemia
D57459,"Sickle-cell thalassemia beta plus with crisis, unspecified",BLD005,Sickle cell trait/anemia
D5780,Other sickle-cell disorders without crisis,BLD005,Sickle cell trait/anemia
D57811,Other sickle-cell disorders with acute chest syndrome,BLD005,Sickle cell trait/anemia
D57812,Other sickle-cell disorders with splenic sequestration,BLD005,Sickle cell trait/anemia
D57813,Other sickle-cell disorders with cerebral vascular involvement,BLD005,Sickle cell trait/anemia
D57818,Other sickle-cell disorders with crisis with other specified complication,BLD005,Sickle cell trait/anemia
D57819,"Other sickle-cell disorders with crisis, unspecified",BLD005,Sickle cell trait/anemia
D65,Disseminated intravascular coagulation [defibrination syndrome],BLD006,Coagulation and hemorrhagic disorders
D66,Hereditary factor VIII deficiency,BLD006,Coagulation and hemorrhagic disorders
D67,Hereditary factor IX deficiency,BLD006,Coagulation and hemorrhagic disorders
D680,Von Willebrands disease,BLD006,Coagulation and hemorrhagic disorders
D681,Hereditary factor XI deficiency,BLD006,Coagulation and hemorrhagic disorders
D682,Hereditary deficiency of other clotting factors,BLD006,Coagulation and hemorrhagic disorders
D68311,Acquired hemophilia,BLD006,Coagulation and hemorrhagic disorders
D68312,Antiphospholipid antibody with hemorrhagic disorder,BLD006,Coagulation and hemorrhagic disorders
D68318,"Other hemorrhagic disorder due to intrinsic circulating anticoagulants, antibodies, or inhibitors",BLD006,Coagulation and hemorrhagic disorders
D6832,Hemorrhagic disorder due to extrinsic circulating anticoagulants,BLD006,Coagulation and hemorrhagic disorders
D684,Acquired coagulation factor deficiency,BLD006,Coagulation and hemorrhagic disorders
D6851,Activated protein C resistance,BLD006,Coagulation and hemorrhagic disorders
D6852,Prothrombin gene mutation,BLD006,Coagulation and hemorrhagic disorders
D6859,Other primary thrombophilia,BLD006,Coagulation and hemorrhagic disorders
D6861,Antiphospholipid syndrome,BLD006,Coagulation and hemorrhagic disorders
D6862,Lupus anticoagulant syndrome,BLD006,Coagulation and hemorrhagic disorders
D6869,Other thrombophilia,BLD006,Coagulation and hemorrhagic disorders
D688,Other specified coagulation defects,BLD006,Coagulation and hemorrhagic disorders
D689,"Coagulation defect, unspecified",BLD006,Coagulation and hemorrhagic disorders
D690,Allergic purpura,BLD006,Coagulation and hemorrhagic disorders
D691,Qualitative platelet defects,BLD006,Coagulation and hemorrhagic disorders
D692,Other nonthrombocytopenic purpura,BLD006,Coagulation and hemorrhagic disorders
D693,Immune thrombocytopenic purpura,BLD006,Coagulation and hemorrhagic disorders
D6941,Evans syndrome,BLD006,Coagulation and hemorrhagic disorders
D6942,Congenital and hereditary thrombocytopenia purpura,BLD006,Coagulation and hemorrhagic disorders
D6949,Other primary thrombocytopenia,BLD006,Coagulation and hemorrhagic disorders
D6951,Posttransfusion purpura,BLD006,Coagulation and hemorrhagic disorders
D6959,Other secondary thrombocytopenia,BLD006,Coagulation and hemorrhagic disorders
D696,"Thrombocytopenia, unspecified",BLD006,Coagulation and hemorrhagic disorders
D698,Other specified hemorrhagic conditions,BLD006,Coagulation and hemorrhagic disorders
D699,"Hemorrhagic condition, unspecified",BLD006,Coagulation and hemorrhagic disorders
D7582,Heparin induced thrombocytopenia (HIT),BLD006,Coagulation and hemorrhagic disorders
M362,Hemophilic arthropathy,BLD006,Coagulation and hemorrhagic disorders
D700,Congenital agranulocytosis,BLD007,Diseases of white blood cells
D701,Agranulocytosis secondary to cancer chemotherapy,BLD007,Diseases of white blood cells
D702,Other drug-induced agranulocytosis,BLD007,Diseases of white blood cells
D703,Neutropenia due to infection,BLD007,Diseases of white blood cells
D704,Cyclic neutropenia,BLD007,Diseases of white blood cells
D708,Other neutropenia,BLD007,Diseases of white blood cells
D709,"Neutropenia, unspecified",BLD007,Diseases of white blood cells
D71,Functional disorders of polymorphonuclear neutrophils,BLD007,Diseases of white blood cells
D720,Genetic anomalies of leukocytes,BLD007,Diseases of white blood cells
D721,Eosinophilia,BLD007,Diseases of white blood cells
D7210,"Eosinophilia, unspecified",BLD007,Diseases of white blood cells
D72110,Idiopathic hypereosinophilic syndrome [IHES],BLD007,Diseases of white blood cells
D72111,Lymphocytic Variant Hypereosinophilic Syndrome [LHES],BLD007,Diseases of white blood cells
D72118,Other hypereosinophilic syndrome,BLD007,Diseases of white blood cells
D72119,"Hypereosinophilic syndrome [HES], unspecified",BLD007,Diseases of white blood cells
D7212,Drug rash with eosinophilia and systemic symptoms syndrome,BLD007,Diseases of white blood cells
D7218,Eosinophilia in diseases classified elsewhere,BLD007,Diseases of white blood cells
D7219,Other eosinophilia,BLD007,Diseases of white blood cells
D72810,Lymphocytopenia,BLD007,Diseases of white blood cells
D72818,Other decreased white blood cell count,BLD007,Diseases of white blood cells
D72819,"Decreased white blood cell count, unspecified",BLD007,Diseases of white blood cells
D72820,Lymphocytosis (symptomatic),BLD007,Diseases of white blood cells
D72821,Monocytosis (symptomatic),BLD007,Diseases of white blood cells
D72822,Plasmacytosis,BLD007,Diseases of white blood cells
D72823,Leukemoid reaction,BLD007,Diseases of white blood cells
D72824,Basophilia,BLD007,Diseases of white blood cells
D72825,Bandemia,BLD007,Diseases of white blood cells
D72828,Other elevated white blood cell count,BLD007,Diseases of white blood cells
D72829,"Elevated white blood cell count, unspecified",BLD007,Diseases of white blood cells
D7289,Other specified disorders of white blood cells,BLD007,Diseases of white blood cells
D729,"Disorder of white blood cells, unspecified",BLD007,Diseases of white blood cells
D7381,Neutropenic splenomegaly,BLD007,Diseases of white blood cells
D761,Hemophagocytic lymphohistiocytosis,BLD007,Diseases of white blood cells
D762,"Hemophagocytic syndrome, infection-associated",BLD007,Diseases of white blood cells
D763,Other histiocytosis syndromes,BLD007,Diseases of white blood cells
D800,Hereditary hypogammaglobulinemia,BLD008,Immunity disorders
D801,Nonfamilial hypogammaglobulinemia,BLD008,Immunity disorders
D802,Selective deficiency of immunoglobulin A [IgA],BLD008,Immunity disorders
D803,Selective deficiency of immunoglobulin G [IgG] subclasses,BLD008,Immunity disorders
D804,Selective deficiency of immunoglobulin M [IgM],BLD008,Immunity disorders
D805,Immunodeficiency with increased immunoglobulin M [IgM],BLD008,Immunity disorders
D806,Antibody deficiency with near-normal immunoglobulins or with hyperimmunoglobulinemia,BLD008,Immunity disorders
D807,Transient hypogammaglobulinemia of infancy,BLD008,Immunity disorders
D808,Other immunodeficiencies with predominantly antibody defects,BLD008,Immunity disorders
D809,"Immunodeficiency with predominantly antibody defects, unspecified",BLD008,Immunity disorders
D810,Severe combined immunodeficiency [SCID] with reticular dysgenesis,BLD008,Immunity disorders
D811,Severe combined immunodeficiency [SCID] with low T- and B-cell numbers,BLD008,Immunity disorders
D812,Severe combined immunodeficiency [SCID] with low or normal B-cell numbers,BLD008,Immunity disorders
D813,Adenosine deaminase [ADA] deficiency,BLD008,Immunity disorders
D8130,"Adenosine deaminase deficiency, unspecified",BLD008,Immunity disorders
D8131,Severe combined immunodeficiency due to adenosine deaminase deficiency,BLD008,Immunity disorders
D8132,Adenosine deaminase 2 deficiency,BLD008,Immunity disorders
D8139,Other adenosine deaminase deficiency,BLD008,Immunity disorders
D814,Nezelofs syndrome,BLD008,Immunity disorders
D815,Purine nucleoside phosphorylase [PNP] deficiency,BLD008,Immunity disorders
D816,Major histocompatibility complex class I deficiency,BLD008,Immunity disorders
D817,Major histocompatibility complex class II deficiency,BLD008,Immunity disorders
D81810,Biotinidase deficiency,BLD008,Immunity disorders
D81818,Other biotin-dependent carboxylase deficiency,BLD008,Immunity disorders
D81819,"Biotin-dependent carboxylase deficiency, unspecified",BLD008,Immunity disorders
D8189,Other combined immunodeficiencies,BLD008,Immunity disorders
D819,"Combined immunodeficiency, unspecified",BLD008,Immunity disorders
D820,Wiskott-Aldrich syndrome,BLD008,Immunity disorders
D821,Di Georges syndrome,BLD008,Immunity disorders
D822,Immunodeficiency with short-limbed stature,BLD008,Immunity disorders
D823,Immunodeficiency following hereditary defective response to Epstein-Barr virus,BLD008,Immunity disorders
D824,Hyperimmunoglobulin E [IgE] syndrome,BLD008,Immunity disorders
D828,Immunodeficiency associated with other specified major defects,BLD008,Immunity disorders
D829,"Immunodeficiency associated with major defect, unspecified",BLD008,Immunity disorders
D830,Common variable immunodeficiency with predominant abnormalities of B-cell numbers and function,BLD008,Immunity disorders
D831,Common variable immunodeficiency with predominant immunoregulatory T-cell disorders,BLD008,Immunity disorders
D832,Common variable immunodeficiency with autoantibodies to B- or T-cells,BLD008,Immunity disorders
D838,Other common variable immunodeficiencies,BLD008,Immunity disorders
D839,"Common variable immunodeficiency, unspecified",BLD008,Immunity disorders
D840,Lymphocyte function antigen-1 [LFA-1] defect,BLD008,Immunity disorders
D841,Defects in the complement system,BLD008,Immunity disorders
D848,Other specified immunodeficiencies,BLD008,Immunity disorders
D8481,Immunodeficiency due to conditions classified elsewhere,BLD008,Immunity disorders
D84821,Immunodeficiency due to drugs,BLD008,Immunity disorders
D84822,Immunodeficiency due to external causes,BLD008,Immunity disorders
D8489,Other immunodeficiencies,BLD008,Immunity disorders
D849,"Immunodeficiency, unspecified",BLD008,Immunity disorders
D860,Sarcoidosis of lung,BLD008,Immunity disorders
D861,Sarcoidosis of lymph nodes,BLD008,Immunity disorders
D862,Sarcoidosis of lung with sarcoidosis of lymph nodes,BLD008,Immunity disorders
D863,Sarcoidosis of skin,BLD008,Immunity disorders
D8681,Sarcoid meningitis,BLD008,Immunity disorders
D8682,Multiple cranial nerve palsies in sarcoidosis,BLD008,Immunity disorders
D8683,Sarcoid iridocyclitis,BLD008,Immunity disorders
D8684,Sarcoid pyelonephritis,BLD008,Immunity disorders
D8685,Sarcoid myocarditis,BLD008,Immunity disorders
D8686,Sarcoid arthropathy,BLD008,Immunity disorders
D8687,Sarcoid myositis,BLD008,Immunity disorders
D8689,Sarcoidosis of other sites,BLD008,Immunity disorders
D869,"Sarcoidosis, unspecified",BLD008,Immunity disorders
D890,Polyclonal hypergammaglobulinemia,BLD008,Immunity disorders
D891,Cryoglobulinemia,BLD008,Immunity disorders
D892,"Hypergammaglobulinemia, unspecified",BLD008,Immunity disorders
D893,Immune reconstitution syndrome,BLD008,Immunity disorders
D8940,"Mast cell activation, unspecified",BLD008,Immunity disorders
D8941,Monoclonal mast cell activation syndrome,BLD008,Immunity disorders
D8942,Idiopathic mast cell activation syndrome,BLD008,Immunity disorders
D8943,Secondary mast cell activation,BLD008,Immunity disorders
D8949,Other mast cell activation disorder,BLD008,Immunity disorders
D89810,Acute graft-versus-host disease,BLD008,Immunity disorders
D89811,Chronic graft-versus-host disease,BLD008,Immunity disorders
D89812,Acute on chronic graft-versus-host disease,BLD008,Immunity disorders
D89813,"Graft-versus-host disease, unspecified",BLD008,Immunity disorders
D8982,Autoimmune lymphoproliferative syndrome [ALPS],BLD008,Immunity disorders
D89831,"Cytokine release syndrome, grade 1",BLD008,Immunity disorders
D89832,"Cytokine release syndrome, grade 2",BLD008,Immunity disorders
D89833,"Cytokine release syndrome, grade 3",BLD008,Immunity disorders
D89834,"Cytokine release syndrome, grade 4",BLD008,Immunity disorders
D89835,"Cytokine release syndrome, grade 5",BLD008,Immunity disorders
D89839,"Cytokine release syndrome, grade unspecified",BLD008,Immunity disorders
D8989,"Other specified disorders involving the immune mechanism, not elsewhere classified",BLD008,Immunity disorders
D899,"Disorder involving the immune mechanism, unspecified",BLD008,Immunity disorders
D7801,Intraoperative hemorrhage and hematoma of the spleen complicating a procedure on the spleen,BLD009,Postprocedural or postoperative complications of the spleen
D7802,Intraoperative hemorrhage and hematoma of the spleen complicating other procedure,BLD009,Postprocedural or postoperative complications of the spleen
D7811,Accidental puncture and laceration of the spleen during a procedure on the spleen,BLD009,Postprocedural or postoperative complications of the spleen
D7812,Accidental puncture and laceration of the spleen during other procedure,BLD009,Postprocedural or postoperative complications of the spleen
D7821,Postprocedural hemorrhage of the spleen following a procedure on the spleen,BLD009,Postprocedural or postoperative complications of the spleen
D7822,Postprocedural hemorrhage of the spleen following other procedure,BLD009,Postprocedural or postoperative complications of the spleen
D7831,Postprocedural hematoma of the spleen following a procedure on the spleen,BLD009,Postprocedural or postoperative complications of the spleen
D7832,Postprocedural hematoma of the spleen following other procedure,BLD009,Postprocedural or postoperative complications of the spleen
D7833,Postprocedural seroma of the spleen following a procedure on the spleen,BLD009,Postprocedural or postoperative complications of the spleen
D7834,Postprocedural seroma of the spleen following other procedure,BLD009,Postprocedural or postoperative complications of the spleen
D7881,Other intraoperative complications of the spleen,BLD009,Postprocedural or postoperative complications of the spleen
D7889,Other postprocedural complications of the spleen,BLD009,Postprocedural or postoperative complications of the spleen
A1885,Tuberculosis of spleen,BLD010,Other specified and unspecified hematologic conditions
B510,Plasmodium vivax malaria with rupture of spleen,BLD010,Other specified and unspecified hematologic conditions
D730,Hyposplenism,BLD010,Other specified and unspecified hematologic conditions
D731,Hypersplenism,BLD010,Other specified and unspecified hematologic conditions
D732,Chronic congestive splenomegaly,BLD010,Other specified and unspecified hematologic conditions
D733,Abscess of spleen,BLD010,Other specified and unspecified hematologic conditions
D734,Cyst of spleen,BLD010,Other specified and unspecified hematologic conditions
D735,Infarction of spleen,BLD010,Other specified and unspecified hematologic conditions
D7389,Other diseases of spleen,BLD010,Other specified and unspecified hematologic conditions
D739,"Disease of spleen, unspecified",BLD010,Other specified and unspecified hematologic conditions
D740,Congenital methemoglobinemia,BLD010,Other specified and unspecified hematologic conditions
D748,Other methemoglobinemias,BLD010,Other specified and unspecified hematologic conditions
D749,"Methemoglobinemia, unspecified",BLD010,Other specified and unspecified hematologic conditions
D750,Familial erythrocytosis,BLD010,Other specified and unspecified hematologic conditions
D751,Secondary polycythemia,BLD010,Other specified and unspecified hematologic conditions
D7581,Myelofibrosis,BLD010,Other specified and unspecified hematologic conditions
D7589,Other specified diseases of blood and blood-forming organs,BLD010,Other specified and unspecified hematologic conditions
D759,"Disease of blood and blood-forming organs, unspecified",BLD010,Other specified and unspecified hematologic conditions
D75A,Glucose-6-phosphate dehydrogenase (G6PD) deficiency without anemia,BLD010,Other specified and unspecified hematologic conditions
D77,Other disorders of blood and blood-forming organs in diseases classified elsewhere,BLD010,Other specified and unspecified hematologic conditions
M363,Arthropathy in other blood disorders,BLD010,Other specified and unspecified hematologic conditions
ICD-10-CM Code,ICD-10-CM Code Description,CCSR Category,CCSR Category Description
I050,Rheumatic mitral stenosis,CIR001,Chronic rheumatic heart disease
I051,Rheumatic mitral insufficiency,CIR001,Chronic rheumatic heart disease
I052,Rheumatic mitral stenosis with insufficiency,CIR001,Chronic rheumatic heart disease
I058,Other rheumatic mitral valve diseases,CIR001,Chronic rheumatic heart disease
I059,"Rheumatic mitral valve disease, unspecified",CIR001,Chronic rheumatic heart disease
I060,Rheumatic aortic stenosis,CIR001,Chronic rheumatic heart disease
I061,Rheumatic aortic insufficiency,CIR001,Chronic rheumatic heart disease
I062,Rheumatic aortic stenosis with insufficiency,CIR001,Chronic rheumatic heart disease
I068,Other rheumatic aortic valve diseases,CIR001,Chronic rheumatic heart disease
I069,"Rheumatic aortic valve disease, unspecified",CIR001,Chronic rheumatic heart disease
I070,Rheumatic tricuspid stenosis,CIR001,Chronic rheumatic heart disease
I071,Rheumatic tricuspid insufficiency,CIR001,Chronic rheumatic heart disease
I072,Rheumatic tricuspid stenosis and insufficiency,CIR001,Chronic rheumatic heart disease
I078,Other rheumatic tricuspid valve diseases,CIR001,Chronic rheumatic heart disease
I079,"Rheumatic tricuspid valve disease, unspecified",CIR001,Chronic rheumatic heart disease
I080,Rheumatic disorders of both mitral and aortic valves,CIR001,Chronic rheumatic heart disease
I081,Rheumatic disorders of both mitral and tricuspid valves,CIR001,Chronic rheumatic heart disease
I082,Rheumatic disorders of both aortic and tricuspid valves,CIR001,Chronic rheumatic heart disease
I083,"Combined rheumatic disorders of mitral, aortic and tricuspid valves",CIR001,Chronic rheumatic heart disease
I088,Other rheumatic multiple valve diseases,CIR001,Chronic rheumatic heart disease
I089,"Rheumatic multiple valve disease, unspecified",CIR001,Chronic rheumatic heart disease
I090,Rheumatic myocarditis,CIR001,Chronic rheumatic heart disease
I091,"Rheumatic diseases of endocardium, valve unspecified",CIR001,Chronic rheumatic heart disease
I092,Chronic rheumatic pericarditis,CIR001,Chronic rheumatic heart disease
I0981,Rheumatic heart failure,CIR001,Chronic rheumatic heart disease
I0989,Other specified rheumatic heart diseases,CIR001,Chronic rheumatic heart disease
I099,"Rheumatic heart disease, unspecified",CIR001,Chronic rheumatic heart disease
I00,Rheumatic fever without heart involvement,CIR002,Acute rheumatic heart disease
I010,Acute rheumatic pericarditis,CIR002,Acute rheumatic heart disease
I011,Acute rheumatic endocarditis,CIR002,Acute rheumatic heart disease
I012,Acute rheumatic myocarditis,CIR002,Acute rheumatic heart disease
I018,Other acute rheumatic heart disease,CIR002,Acute rheumatic heart disease
I019,"Acute rheumatic heart disease, unspecified",CIR002,Acute rheumatic heart disease
I020,Rheumatic chorea with heart involvement,CIR002,Acute rheumatic heart disease
I029,Rheumatic chorea without heart involvement,CIR002,Acute rheumatic heart disease
I340,Nonrheumatic mitral (valve) insufficiency,CIR003,Nonrheumatic and unspecified valve disorders
I341,Nonrheumatic mitral (valve) prolapse,CIR003,Nonrheumatic and unspecified valve disorders
I342,Nonrheumatic mitral (valve) stenosis,CIR003,Nonrheumatic and unspecified valve disorders
I348,Other nonrheumatic mitral valve disorders,CIR003,Nonrheumatic and unspecified valve disorders
I349,"Nonrheumatic mitral valve disorder, unspecified",CIR003,Nonrheumatic and unspecified valve disorders
I350,Nonrheumatic aortic (valve) stenosis,CIR003,Nonrheumatic and unspecified valve disorders
I351,Nonrheumatic aortic (valve) insufficiency,CIR003,Nonrheumatic and unspecified valve disorders
I352,Nonrheumatic aortic (valve) stenosis with insufficiency,CIR003,Nonrheumatic and unspecified valve disorders
I358,Other nonrheumatic aortic valve disorders,CIR003,Nonrheumatic and unspecified valve disorders
I359,"Nonrheumatic aortic valve disorder, unspecified",CIR003,Nonrheumatic and unspecified valve disorders
I360,Nonrheumatic tricuspid (valve) stenosis,CIR003,Nonrheumatic and unspecified valve disorders
I361,Nonrheumatic tricuspid (valve) insufficiency,CIR003,Nonrheumatic and unspecified valve disorders
I362,Nonrheumatic tricuspid (valve) stenosis with insufficiency,CIR003,Nonrheumatic and unspecified valve disorders
I368,Other nonrheumatic tricuspid valve disorders,CIR003,Nonrheumatic and unspecified valve disorders
I369,"Nonrheumatic tricuspid valve disorder, unspecified",CIR003,Nonrheumatic and unspecified valve disorders
I370,Nonrheumatic pulmonary valve stenosis,CIR003,Nonrheumatic and unspecified valve disorders
I371,Nonrheumatic pulmonary valve insufficiency,CIR003,Nonrheumatic and unspecified valve disorders
I372,Nonrheumatic pulmonary valve stenosis with insufficiency,CIR003,Nonrheumatic and unspecified valve disorders
I378,Other nonrheumatic pulmonary valve disorders,CIR003,Nonrheumatic and unspecified valve disorders
I379,"Nonrheumatic pulmonary valve disorder, unspecified",CIR003,Nonrheumatic and unspecified valve disorders
Z952,Presence of prosthetic heart valve,CIR003,Nonrheumatic and unspecified valve disorders
Z953,Presence of xenogenic heart valve,CIR003,Nonrheumatic and unspecified valve disorders
Z954,Presence of other heart-valve replacement,CIR003,Nonrheumatic and unspecified valve disorders
A1884,Tuberculosis of heart,CIR004,Endocarditis and endocardial disease
A3282,Listerial endocarditis,CIR004,Endocarditis and endocardial disease
A3951,Meningococcal endocarditis,CIR004,Endocarditis and endocardial disease
A5203,Syphilitic endocarditis,CIR004,Endocarditis and endocardial disease
A5206,Other syphilitic heart involvement,CIR004,Endocarditis and endocardial disease
A5483,Gonococcal heart infection,CIR004,Endocarditis and endocardial disease
B3321,Viral endocarditis,CIR004,Endocarditis and endocardial disease
